"url","headline","date","author","affiliation","content"
"https://www.bbc.com/news/articles/cn7vjlv7pzdo","'I'm a little angry': Canadian firms boycott US products",2025-03-17,"Sam Gruet","Business reporter","Made in Canada. Three words that are now a common presence on Canadian shelves, after Donald Trump's tariffs sparked a trade war with the US's northern neighbour. In Canada the economic measures against it have been met with a wave of patriotism, with some consumers and businesses boycotting American products.  Others with operations in the US face a choice - ride out the uncertainty or bring their enterprise back home. ""Right now, I'm a little angry. I don't want to invest in American companies,"" says Joanna Goodman, owner of Au Lit Fine Linens, a Toronto-based bedding and nightwear company. ""It's about having your eggs in one basket. And right now, that basket is very reckless and very precarious,"" she continues. On a tour around one of her firm's two stores, housed in a giant warehouse, Ms Goodman highlights elegantly made-up beds, mannequins in silk pyjamas, and shelves full of sweet-smelling candles – most of it made in Canada. But one fifth of the stock currently comes from the US. Ms Goodman is quick to point out, ""you see how big the store is, so even 20% is a lot"". ""I have a lot of inventory here of American brands that I've had relationships with for 20 years. I'm not going to throw it away,"" she says. ""The question is, will I reorder?"" To show Au Lit Fine Linens' commitment to Canadian manufacturers, its stores now highlight everything that is Canadian made. This is mirrored on its website, which has a ""shop all made in Canada"" section, and says ""made right here at home"". From Houthi attacks in the Red Sea, to the Ukraine war, global events in recent years have given rise to a more recent phenomenon – reshoring. Bringing business operations back to home shores, it is the reversal of offshoring. Business leader and recently-appointed new member of Canada's Senate, Sandra Pupatello, says that reshoring is ""really obvious"" to support. Pupatello, who had previously been Ontario's Minister of Economic Development and Trade, points to the Covid-19 pandemic, when rules of trade ""went right out the window"". She specifically cites the example of US mask manufacturer 3M coming under pressure from the White House in 2020 to halt exports to Canada and Latin America. In that moment Pupatello thought: ""We've got to be prepared for the worst"". Shortly after, she established Reshoring Canada, a non-partisan group advocating for a more resilient supply chain in Canada. Pupatello tells the BBC: ""If the going gets tough, Canada is on its own. And if we know that's the case, let us plan for it."" A Canadian government report from last year found that there had ""not been signs of either large-scale or any notable increased reshoring by businesses"", but things could now be changing. Ray Brougham has been trying to make inroads into the Canadian car manufacturing sector since establishing his company Rainhouse Manufacturing Canada in 2001. Based in British Columbia, it manufactures parts for a number of industries. The North American car industry's integrated supply chains can see parts crossing the borders between the US, Mexico, and Canada multiple times before a vehicle is finally assembled. US President Donald Trump said he would temporarily spare US carmakers from a new 25% import tax imposed on Canada and Mexico, just a day after the tariffs came into effect in March. But in the shadow of a trade war, Mr Brougham says he has had ""good communications"" with a large Canadian auto parts company for the first time ever. ""All of a sudden they are interested in working closer with other Canadian companies."" For Mr Brougham and others, the benefits of reshoring are clear. From giving a leg up to small companies that have struggled to compete with manufacturers overseas, to ensuring fair wages, and the environmental benefits of importing and exporting fewer goods. Others, including Graham Markham, director of a food sector supplier, believe it's about adding value to products Canada already produces. His Canadian firm New Protein International is currently constructing Canada's first soy protein manufacturing plant in southwest Ontario, just miles from the US border. Canada is the world's fourth-largest exporter of the crop, but most of it is processed overseas. ""We don't process those value-added ingredients into more valuable ingredients here at home,"" says Mr Markham. From critical minerals and uranium to lumber and soybeans, he argues that this is the moment to change. ""Canada has long been a successful supplier of raw materials to the world. The opportunity now is to stop exporting the job creation and innovation that comes from processing those materials domestically."" So, could manufacturing start coming back to Canada?  Economist Randall Bartlett says it is too early to tell. ""There's a lot more smoke than there is fire when it comes to actual reorganisation of supply chains and moving them domestically,"" says Mr Bartlett, senior director of Canadian economics at Quebec-based Desjardins. ""I think there has been some movement toward reshoring, but I think there's a lot more narrative around it than there is actual re-establishing of manufacturing capacity."" There are major hurdles too. The highly-integrated auto industry, for example, would take years to untangle. Reshoring it would require ""many tens of hundreds of billions of dollars in both private and public sector investment to make happen"", according to Mr Bartlett. Then there's the reality of global trade. ""Some countries are better at producing some things than other countries are,"" Mr Bartlett says, suggesting that rather than a full reshoring push, diversifying Canada's trade partners might be more practical. He says that Canada should focus on ""those industries where we have a comparative advantage"", which he says include renewable energy and processing steel and aluminium. Those two metals have now been hit with a 25% tariff if they are exported to the US. Back at Au Lit Fine Linens in Toronto, Joanna Goodman steps into a vast stockroom, filled with the sound of carboard boxes being packed. ""We're shipping orders to the US that came in pre-tariffs,"" she explains, before pausing.  ""We did get an order the day of the tariffs starting, and it was a very decent-sized order."" She says that she doesn't know whether the US buyer understands that tariffs will now apply. ""He has to ask Mr Trump [why]"". As for what comes next?  ""These tariffs could be gone any day. Let's see how it all unfolds, then we'll start making decisions,"" says Ms Goodman. Like many Canadian businesses, she's waiting for the dust to settle before deciding where to buy, where to sell, and what Made in Canada really means for the future."
"https://www.bbc.com/audio/play/w3ct6ds6",NA,NA,NA,NA,""
"https://www.bbc.com/sport/rugby-union/videos/ckgn87ew03yo",NA,NA,NA,NA,""
"https://www.bbc.com/news/videos/cvgw8lndg9zo",NA,NA,NA,NA,""
"https://www.bbc.com/news/articles/c871rwe08pro","Trump's Irish golf course damaged by protestors",2025-03-13,"Kevin Sharkey","BBC News NI Dublin reporter","A golf course owned by US President Donald Trump in the Republic of Ireland has been damaged by vandals. Gardaí (Irish police) are investigating after what is described as ""criminal damage"" was caused to the Trump International Golf Links Ireland in Doonbeg, County Clare. BBC News NI understands that the damage was confined to the course, and it included graffiti linked to the Israel-Gaza conflict in the Middle East. The graffiti is believed to have been in support of Palestine and critical of the US president. Gardaí are appealing for witnesses, and in particular those who were in the area from around teatime on Wednesday until midnight. President Trump has visited the course previously and some members of his family are regular visitors to the resort. The vandalism came just hours after Trump hosted Taoiseach (Irish Prime Minister) Micheál Martin at the White House during annual St Patrick's Day celebrations. During their meeting in the Oval Office, the president told the taoiseach that he hopes to visit Doonbeg again in the near future. He said he would like to meet Martin at the resort. The Doonbeg course was bought by The Trump Organisation in 2014. Last weekend, a pro-Palestinian group vandalised parts of Donald Trump's Turnberry golf resort in Scotland. Palestine Action posted photographs on social media showing red paint daubed across one of the buildings at the Ayrshire course. The words ""Gaza is not for sale"" was sprayed across one green and another green appeared to have been dug up."
"https://www.bbc.com/audio/play/w3ct5xjp",NA,NA,NA,NA,""
"https://www.bbc.com/news/videos/c7vz052evzdo",NA,NA,NA,NA,""
"https://www.bbc.com/news/articles/ce8y2eez8y2o","Why people are cutting back their online profile",2025-03-11,"Suzanne Bearne","Technology Reporter","Anita Smith has always been cautious about how much she shared online. But her concerns increased following an abusive relationship with a partner, who later stalked her.  Although police intervened, she left the UK and also scaled back her online profile. ""I erased my online presence as much as I possibly could, including removing the locations of some posts, and a couple of Instagram accounts,"" says Ms Smith, whose name has been changed for this article. Ms Smith, who works in communications, still has a LinkedIn account but doesn't use her full name. ""I deleted quite a few things off my LinkedIn too, lots of things that were location based, although a few posts do remain. ""I have posted recently as I'm trying to build a brand although I'm sceptical as to how much I share."" She has kept an original private Facebook account: ""I cleanse it once a year, and check on photos and privacy of posts and where I have been tagged."" Ms Smith has also become more aware of the terms and conditions of social media platforms. ""I follow AI trends and I know a lot of images are training AI models and we don't have ethical guidelines on how they can be used. That's another massive factor why I will never put my child on social media as the images can be used for whatever want."" As scams become more sophisticated, research suggests that more people are concerned about the information they share online. In a report by Statista, 39% of respondents said they were worried about how companies use their online data, while a quarter (26%) admitted to using a VPN. There are a number of reasons why people might want to reduce their online profiles. ""First of all, people underappreciate privacy,"" says Vytautas Kaziukonis, chief executive at Surfshark, a security software company that encrypts user's online data and aims to make browsing secure. ""What might be innocent information right now might be bring you into difficulties 10 years down the line, for example, if there's a change of laws, or political environment."" Another issue is the explosion of AI, says Mr Kaziukonis. ""Fraud is getting better and better, and one thing that is essential for all scams is having data,"" he says. AI is getting to the stage where it can impersonate people close to you. Add to that ability any personal information shared online, then you have a ""deadly combination"", says Mr Kaziukonis.  Also, information shared online about us is collected by data brokers and sold to advertisers. Mr Kaziukonis says the information is also available to scammers. ""It's the Wild West out there,"" he says. So what can we do to minimise our footprints? Firstly, it's important to think about how much information you share online. ""Don't share your home address anywhere, for example, accidently filming a video with a laptop in the background that has sensitive information on, and when you go online shopping don't add all details to every random website, for example, your date of birth,"" says Mr Kaziukonis. ""It could be leaked and used against you."" He also advises using a different email address for websites that you sign up to. ""That limits the spamming."" It's worth remembering that under data protection law, you have the right to ask a company what data they hold on you, and request that it is deleted.  ""They have to comply as otherwise they can receive huge fines,"" says Mr Kaziukonis. Gus Hosein, executive director at charity Privacy International, recommends several ways to reduce your digital footprint. He suggests using a VPN (virtual private network) which, for a price, offers a user more privacy when online.  He also recommends cookie-blockers and selecting web browsers with privacy controls. ""The underlying solution remains that we must keep the pressure on our governments to have strong laws to protect everyone,"" Mr Hosein says. Karen Renaud is a computing scientist at the University of Strathclyde  working on security and privacy. Last year she studied 15 privacy policy documents, which lay out what a company is going to do with your data. She found that the most complicated of them would take 32 minutes to read and would require college-level education to understand. ""The situation is pretty dire,"" she says. She advises it's a good idea to clear out the cookies on your browser from time to time, and reduce the cookies you accept. ""Also, you can stop some tracking. Google, for example, makes it possible to prevent tracking of your searches."" Some people turn to services such as DeleteMe and Surfshark, which help remove personal information from data brokers. Amanda Unterreiner, product manager at US-based data removal service DeleteMe, says high-profile individuals like video gamers and judges use their service as a safety measure. ""In the case of judges… because if they're announcing some decision, someone might show up at their house."" She also mentions the case of the killing earlier last year of United Healthcare chief executive Brian Thompson. ""Stories like that kind of spark regular people to think I better get protected."" Ms Unterreiner went through the process of having her data removed when she joined the company. ""You could see every other place I had ever lived, every phone number I've ever had, every email address, on the first page of Google. If someone wanted to steal my identity… they would be able to cause some real personal damage."" The company also offers a service to mask your house on Google Maps. ""You can look at street view, but that particular property will just be kind of very pixelated."" There's multiple reasons why Saam Collingwood, who lives near Stratford-upon-Avon, has cut back her online profile over the years.  The first was following an incident at work where she had included her personal Facebook account on an email to a client and her employer was unhappy. ""They were able to see photos from a night out,"" she says. ""That didn't go down too well."" In another incident she was trolled by a stranger online after posting a video of herself learning a dance routine on YouTube. Plus, rising online fraud convinced her to further reduce her online profile. She hasn't completely erased her online presence but she no longer posts regularly on Facebook, reducing it about twice a year.  ""I don't like it when people tag me, people knowing I'm not at home. Most times I remove the tag."" She says she has upgraded her anti-virus and security software with a service from online security firm Norton.  ""I wanted to make sure websites weren't taking my details. It makes me more comfortable."" But are there any downsides to not being so present online? ""I miss seeing old friends [on Facebook] and people I would contact once or twice year,"" says Ms Smith. Mr Kaziukonis says it's common to hear people say they don't care about privacy but he believes this is a flawed argument. ""They say I have nothing to hide. But would they mind sharing every single email they have sent? We have curtains at home, we want to feel private. It's human nature."""
"https://www.bbc.com/sport/rugby-union/articles/c62zjzn1xypo",NA,NA,NA,NA,"Gregor Townsend says he has ""a lot of optimism for the future"" as Scotland head coach, but former international team-mate Peter Wright says ""it's time for a change"" after eight years. Defeat by France in Paris consigned the Scots to a fourth-place Six Nations finish for the second successive season. Of Townsend's eight attempts at the tournament, Scotland have finished in the bottom half of the table on six occasions, with two third-place finishes the best his team has achieved in that time. It was another Six Nations of unfulfilled promise, with victories over Italy and Wales and defeats by Ireland, England and the champions France. And Wright believes a new voice in charge may be what the team needs to break through to finally become credible challengers. ""I don't like saying this, but I genuinely think it's a time for a change at the top end,"" Wright told the BBC's Scotland Rugby Podcast. ""Gregor's been here a long time and he's changed and he's made the team play some great, exciting rugby.  ""But ultimately he's not had any real success in the Six Nations or the World Cups - out twice before the knockout stages, although we've had two really tough groups. ""It's one thing about changing the style and being exciting and good to watch, but ultimately we want to try and be competing at the top end. ""Are we delusional to think that we're actually good enough to compete at the top end? I would say with this group of players, we should be. ""I think Gregor's a really good coach, and I think the guys he's got round about him are good guys, but maybe it's just a new voice that's needed."" Townsend admits Scotland fell short of their own expectations in the Six Nations, this season but believes this side is still moving in the right direction. ""I felt we were building towards our best tournament this year,"" he told BBC Scotland. ""We came very close last year to finishing in the top two.  ""This year, having the display against South Africa, then the win against Australia, leading into the tournament, we all felt confident this would be a better tournament. But it didn't happen. ""We're up against quality sides. I don't think any team delivers their best performance over the five games - there was no Grand Slam again this year. ""I've actually been more encouraged this year by how we played than I was last year.  ""The mix of our carrying, our defence and the speed we play through the back line, it gives me a lot of optimism for the future. But it wasn't to be this season."" What do you make of what Townsend and Wright have to say?  Should the head coach go again? Or it is time for a change?  Let us know here, external"
"https://www.bbc.com/news/articles/c5yxv7wylz7o","Software bug at firm left NHS data 'vulnerable to hackers'",2025-03-10,"Ben Morris","Editor, Technology of Business","The NHS is ""looking into"" allegations that patient data was left vulnerable to hacking due to a software flaw at a private medical services company.  The flaw was found last November at Medefer, which handles 1,500 NHS patient referrals a month in England. The software engineer who discovered the flaw believes the problem had existed for at least six years.  Medefer says there is no evidence the flaw had been in place that long and stressed that patient data has not been compromised. The flaw was fixed a few days after being discovered. In late February the company commissioned an external security agency to undertake a review of its data management systems. An NHS spokesperson said: ""We are looking into the concerns raised about Medefer and will take further action if appropriate."" Medefer's system allows patients to book virtual appointments with doctors, and gives those clinicians access to the appropriate patient data. However, the software bug, discovered in November, made Medefer's internal patient record system vulnerable to hackers, the engineer said. The software engineer, who does not want to be named, was shocked by what he uncovered. ""When I found it, I just thought 'no, it can't be'."" The problem was in bits of software called APIs (application programming interfaces), which allow different computer systems to talk to each other.  The engineer says that at Medefer those APIs were not properly secured, and could potentially have been accessed by outsiders, who would have been able to see patient information. He said it was unlikely that patient information was taken from Medefer, but that without a full investigation, the company could not have known for sure.  ""I've worked in organisations where, if something like this happened, the whole system would be taken down immediately,"" he said. On discovering the flaw the engineer told the company that an external cybersecurity expert should be brought in to investigate the problem, which he says the company did not do. Medefer says the external security agency has confirmed that it has found no evidence of any breach of data and that all the company's data systems were currently secure. It says the process of investigating and fixing the API flaw was ""extremely open"".  Medefer said it had reported the issue to the ICO (Information Commissioner's Office)  and the CQC (Care Quality Commission), ""in the interests of transparency"", and that the ICO had confirmed there is no further action to be taken as there is no evidence of a breach. The engineer, who had been contracted in October to test for flaws in the company's software, left the company in January. In a statement Dr Bahman Nedjat-Shokouhi, founder and CEO of Medefer, said: ""There is no evidence of any patient data breach from our systems."" He confirmed that the flaw had been discovered in November and a fix was developed in 48 hours. ""The external security agency has asserted that the allegation that this flaw could have provided access to large amounts of patients' data is categorically false."" The security agency will complete its review later this week.  Dr Nedjat-Shokouhi added: ""We take our duties to patients and the NHS very seriously. We hold regular external security audits of our systems by independent external security agencies, undertaken on multiple occasions every year.""  Cybersecurity experts, who have looked at information supplied by the software engineer, have expressed their concern.  ""There is the possibility that Medefer stored data derived from the NHS not as securely as one would hope it would be,"" said Prof Alan Woodward, a cybersecurity expert at the University of Surrey. ""The database might be encrypted and all the other precautions taken, but if there is a way of glitching the API authorisation, anyone who knows how could potentially gain access,"" he added.  Another expert pointed out that as Medefer deals with highly-sensitive, medical data, the company should have brought in cybersecurity experts as soon as the problem was identified. ""Even if the company suspected that no data was stolen, when facing an issue that could have resulted in a data breach, especially with data of the nature in question, an investigation and confirmation from a suitably qualified cybersecurity expert would be advisable,"" says Scott Helme, a security researcher. Medefer was founded in 2013 by Dr Nedjat-Shokouhi, with a goal to improve outpatient care. Since then its technology has been used by NHS trusts across England.  In a statement the NHS spokesperson said those trusts are responsible for their contracts with the private sector. ""Individual NHS organisations must ensure they meet their legal responsibilities and national data security standards to protect patient data when appointing suppliers, and we offer them support and training nationally on how this should be done."""
"https://www.bbc.com/sport/american-football/articles/cdx22y07wr5o",NA,NA,NA,NA,"The National Football League has announced that Irishmen Mark McNamee and Ross Bolger will be two of five specialists joining the International Player Pathway programme for 2025. McNamee, 25, moves from gaelic football after previously playing for Dublin club Ballyboden St Enda's. Former Laois under-20 gaelic footballer Bolger joins up after the 23-year-old had a successful season of college football as punter/kicker at Idaho State University. On Wednesday, McNamee and Bolger performed in front of NFL scouts at the 2025 NFL Scouting Combine in Indianapolis. German punter Bastian Roppelt, German kicker Lenny Krieg and Italian kicker Jonata Loria are the other three specialists joining the 2025 IPP class, with the initial 14-strong group announced in December. They hope to follow in the footsteps of former Down gaelic footballer Charlie Smyth, who secured a place on the New Orleans Saints practice squad via the programme in 2024. Established in 2017, the IPP programme aims to provide elite international athletes with the opportunity to compete at the NFL level, improve their skills and ultimately work to earn a spot on an NFL roster. Smyth's hopes of forging an NFL career remain alive after he signed a new contract with the Saints last month, which guarantees him at least another off-season with the team. In November, Derryman Jude McAtamney became the first Irish-born placekicker to feature in a regular season NFL game since 1985 when he made his New York Giants debut in a game against the Washington Commanders. Earlier this month, the NFL confirmed that the first regular season game to take place in Ireland will be played at Dublin's Croke Park next autumn when the Pittsburgh Steelers will be the host team."
"https://www.bbc.com/news/articles/c62xzn3jr3yo","Women encouraged to stand for election",2025-03-09,"Chloe Parkman","BBC News","Women in Guernsey are being urged to consider standing for the upcoming election. Voluntary group Women in Public Life (WiPL) said female representation in the States was at about 20%, less than half of the 43% of women in Jersey's States Assembly. The organisation's chair, Shelaine Green, said it was ""sobering"" to see Guernsey sitting one place above Saudi Arabia and Turkey in terms of female representation in government.  ""Without better representation, the views and life experiences of women are not being heard when crucial decisions are taken that affect everyone in the island,"" she said. The organisation said Guernsey would rank 123rd place if it was included in the Inter-Parliamentary Union's monthly ranking of the percentage of women in national parliaments. ""The UK Parliament is in 26th place with 40.5%,"" Ms Green added. ""'If a woman stands for election she has just as much chance of success as a man.  ""Guernsey simply needs more women to put themselves forward in the first place and we are working hard to encourage that."" The organisation, made up of both men and women, said it was running a free Train to Campaign programme designed to boost campaigning skills, on 23 March.   Ms Green said: ""If you're a woman thinking of standing in June 2025, talk to us.  ""We can help you get up to speed on current issues, understand the election process and plan your campaign. ""And give you moral support – your island needs you."" Follow BBC Guernsey on X and Facebook. Send your story ideas to channel.islands@bbc.co.uk."
"https://www.bbc.com/news/videos/c798v89n529o",NA,NA,NA,NA,""
"https://www.bbc.com/news/articles/c9819r2en4do","Philippines' Duterte in The Hague after ICC arrest over drug war",2025-03-12,"Joel Guinto","BBC News","A plane carrying former Philippines president Rodrigo Duterte has arrived in the Netherlands where he is to face charges of crimes against humanity at the International Criminal Court (ICC) over his deadly ""war on drugs"".  Duterte was arrested at Manila airport on Tuesday and within hours was on a chartered jet which flew via Dubai to The Hague, where the ICC sits. The 79-year-old could become the first Asian former head of state to go on trial at the ICC. Duterte, who contested his extradition, led the Philippines from 2016 to 2022 and presided over a violent ""war on drugs"" that saw thousands of small-time drug dealers, users and others killed without trial. The Gulfstream G550 landed in Dubai for a stopover early on Wednesday and its expected departure was delayed for several hours while Duterte received medical checks, Reuters news agency reports. Once the plane had landed in Rotterdam, the ICC confirmed that Duterte was in its custody to face charges ""of murder as a crime against humanity"". ""A hearing will be scheduled in due course for Mr Duterte's initial appearance before the Court.""   Meanwhile the former leaders' supporters gathered outside The Hague Penitentiary Institution protesting his arrest. Many of them waved the Philippine flag, while others mimicked Duterte's signature fist-pumping gesture.  ""We stand with Duterte,"" read a banner held up by supporters. Duterte's main political rival, current President Ferdinand Marcos Jr, was instrumental in handing him over. Minutes after Duterte left Philippines airspace, Marcos gave a televised address saying the country was fulfilling its legal obligation. ""This is what the international community expects of us,"" Marcos said. The Duterte and Marcos families are the Philippines' most powerful political dynasties. They joined forces to sweep the country's last national election in 2022, but have fallen out in recent months as they pursued separate agendas. Duterte being handed to the ICC is the latest twist in a political feud that has unfolded spectacularly in the public view. The Duterte and Marcos families formed a formidable alliance in the 2022 elections. Against the elder Duterte's wishes, his daughter Sara ran as Marcos Jr's vice-president instead of seeking her father's post.  Marcos initially refused to co-operate with the ICC investigation, but as his relationship with the Duterte family deteriorated, he changed his stance. Vice-President Duterte said her father's arrest amounted to ""kidnapping"", claiming it violated Philippine sovereignty. She left Manila for the Netherlands on Wednesday, according to her office. Rodrigo Duterte previously insisted that the ICC has no jurisdiction over the Philippines, since he pulled the country out of the tribunal in 2019, three years after it took note of the drug war's rising death toll. But according to the Rome Statute that is the basis for the ICC, the court maintains jurisdiction over alleged crimes committed before a nation leaves the tribunal. The ICC investigation covers 2011-2019, which includes the period when Duterte was mayor of Davao, a sprawling metropolis in the country's south, where his family has held power for decades. Complaints filed against Duterte at the ICC allege that he kept a ""death squad"" of bounty hunters to go after drug suspects in Davao, and later replicated this model on a national scale when he was elected president. Human Rights Watch called Duterte's arrest a ""critical step for accountability in the Philippines"". Duterte built a reputation for Davao as one of the Philippines' safest cities, and cultivated the image of a tough-talking, anti-establishment man of the masses to pull off a dark horse win in the 2016 presidential elections. Polls show he is the most popular Philippines president since the restoration of democracy in 1986. His supporters have threatened to hold large rallies to protest against his arrest. They had asked the Supreme Court to issue a restraining order against the ICC warrant - but the court did not act before the former president was flown out on Tuesday. On social media, where the Dutertes maintain a strong following, the reaction was mixed. Many praised the ICC for delivering justice for those who died in the drug war, while others defended Duterte's legacy, with some calling for widespread rallies. ""Justice served,"" read a top-liked comment on TikTok.  ""Philippines was safe during Duterte's time,"" another TikTok user wrote, saying the former leader built bridges, roads and other infrastructure. ""He was the best president."" Additional reporting by Fan Wang"
"https://www.bbc.com/news/articles/cyve80jjm97o","Public inquiry to start into airport night flights",2025-03-11,"Spencer Stokes","Transport Correspondent, BBC Yorkshire","A public inquiry into night-time flying rules at Leeds Bradford Airport's is set to begin later.  Ahead of the hearing, BBC Yorkshire's Transport Correspondent Spencer Stokes takes a look at the key issues at stake. Chaired by an independent planning inspector, the inquiry will consider the legal meaning of the night-time flying rules at Leeds Bradford Airport (LBA). Currently the airport is permitted 2,920 take offs and landings between 23:00 and 07:00 during the summer. However, campaign group Group for Action on Leeds Bradford Airport (GALBA) say the airport has breached that limit in each of the past three years. But LBA chief executive, Vincent Hodder says the rules, agreed by Leeds City Council in 1994, do not take into account changes to aircraft technology over the past 30 years to reduce noise. GALBA say LBA has exceeded its night-time flight limits in 2022, 2023, and 2024 - in the most recent year it said the airport operated 820 more flights than permitted. The airport has admitted it did ""accidentally"" breach the night time regulations in 2022 due to ""errors taking place in reporting procedures"", but claimed it had not gone over in 2023 and 2024 based on its interpretation of the rules. In a bid to update the 1994 planning consents, LBA applied to Leeds City Council last year for a Certificates of Lawfulness of Existing Use Development (CLEUDs). It said updating the rules would ""provide the correct legal interpretation of the existing planning conditions governing the operation of night flights at LBA"". However, two CLEUD applications were rejected by the council and the third was left ""undecided"", prompting LBA to appeal to the government's planning inspectorate. Leeds City Council agreed the original planning consent in 1994 permitting 2,920 night flights, and is responsible for monitoring to make sure LBA does not breach the night time flights cap. It issued a breach of condition notice against LBA for the additional flights in 2022 and accepted the rules were broken again in 2023, but said the public interest for a prosecution had not been met. No action has been taken after the alleged breach in summer 2024. The European Commission said aircraft have become 75% quieter over the last 30 years, but an increase in the number of flights has resulted in a rise in noise disturbance for a greater number of people. Jet2, who are based at Leeds Bradford Airport, have ordered 146 Airbus A320 Neo aircraft, which the airline said are 50% quieter than their current Boeing 737s. The Planning Inspector will hear evidence for four days, but it's likely to be several weeks or months before the final decision is announced. GALBA says if LBA is successful at public inquiry ""they will continue to fly hundreds more night flights than the original rules intended to allow."". The airport said it would not be going through the ""difficult, time-consuming and expensive process if this wasn't important to our customers and the airport"". Listen to highlights from West Yorkshire on BBC Sounds, catch up with the latest episode of Look North."
"https://www.bbc.com/news/articles/c6253ly20p4o","Not enough power to share: The political feud behind Rodrigo Duterte's downfall",2025-03-11,"Jonathan Head","South East Asia Correspondent","Just short of his 80th birthday, Rodrigo Duterte, a man who once vowed to purge his country through a bloody anti-drugs and crime campaign, found himself outmanoeuvred and in custody. The former president was met by Philippines police as he arrived in Manila on a flight from Hong Kong, where he had been rallying support for his candidates for the upcoming mid-term election among the large Filipino diaspora there.  The much-talked-about warrant for his arrest from the International Criminal Court (ICC) was, it turned out, already in the hands of the Philippines government, which moved swiftly to execute it.  A frail-looking Mr Duterte, walking with a stick, was moved to an air force base within the airport perimeter. A chartered jet was quickly prepared to take him to the ICC in The Hague. How had this happened? How had a man so powerful and popular, often called ""the Trump of Asia"", been brought so low?  In vain, his lawyers and family members protested that the arrest had no legal basis and complained that Duterte's frail health was being neglected. While in office, Mr Duterte formed an alliance with the Marcos family – the children of ousted dictator Ferdinand Marcos who had long been working on a political comeback. Mr Duterte could not run again in the 2022 election, but his daughter Sara, mayor of southern city of Davao, was also popular and a strong contender to replace him. However, Ferdinand Marcos's son Bongbong, who had been in politics all his life, was also well placed to win and very well-funded.  The two families struck a deal. They would work together to get Bongbong into the presidency and Sara into the vice-presidency, on the assumption that come the next election in 2028, her turn would come and she would have the formidable Marcos machine behind her.  It worked. Both won their positions by a wide margin. Mr Duterte expected that his alliance would protect him from any blowback over his controversial presidency once he was out of power. The most serious threat hanging over him was an investigation by the ICC into his culpability for thousands of extrajudicial killings carried out during anti-drugs campaigns he ordered - after he became president in 2016, but also during his tenure as mayor of the southern city of Davao from 2011.  Mr Duterte withdrew the Philippines from the jurisdiction of the ICC in 2019, but its prosecutors argued they still had a mandate to look into alleged crimes against humanity committed before that, and launched a formal investigation in 2021. However, President Marcos initially stated that his government would not co-operate with the ICC. That position only changed after the dramatic breakdown of the Duterte-Marcos alliance. Strains in their relationship were evident from the earliest days of the administration, when Sara Duterte's request to be given control of the powerful defence ministry was turned down and she was given the education ministry instead.  President Marcos also distanced himself from his predecessor's mercurial policies, mending fences with the US, standing up to China in contested seas, and stopping the blood-curdling threats of retribution against drug dealers. In the end, these were two ambitious, power-hungry clans aiming to dominate Filipino politics, and there was not enough power for them to share. Relations reached a nadir last year when Sara Duterte announced that she had hired an assassin to kill President Marcos, should anything happen to her.  Late last year, the lower house of Congress, which is controlled by Marcos loyalists, filed a petition to impeach Ms Duterte. That trial is due to take place in the Senate later this year.  If she is impeached, under the constitution, she would be barred from holding high political office, killing her long-standing presidential ambitions and weakening the political power of the Dutertes even further. President Marcos now appears to have moved deftly to neutralise his main political rival. But his strategy is not risk-free. The Dutertes remain popular in much of the country, and may be able to mobilise protests against the former president's prosecution.  Sara Duterte has issued a statement accusing the government of surrendering her father to ""foreign powers"" and of violating Filipino sovereignty. An early test of the support enjoyed by both clans will be the mid-term elections in May.  In his comments to journalists after the plane carrying his predecessor had taken off from Manila, President Marcos insisted he was meeting the country's commitments to Interpol, which had delivered the ICC warrant. But he was coy about the fact that it was an ICC warrant he was executing, given that many Filipinos will question what the ICC's remit is in a country which has already left its jurisdiction. It is not risk-free for the ICC either. The court is an embattled institution these days, with the Trump administration threatening to arrest its top officials should they travel to the US, and few countries willing to extradite those it has indicted. Getting former President Duterte to The Hague might therefore look like a welcome high-profile success.  But there was a warning, from China – admittedly not a signatory to the ICC and currently at loggerheads with the Philippines – not to politicise ICC cases. This was a thinly-veiled reference to the fact that this case, which is supposed to be about accountability for serious international crimes, has ended up playing a decisive part in a domestic feud in the Philippines between two rival political forces."
