"","url","headline","date","author","affiliation","content"
"107","https://www.bbc.com/news/articles/cgjl487qg5lo","Hooters restaurant chain files for bankruptcy","2025-04-01","Peter Hoskins","Business reporter","hooters of America has filed for bankruptcy in taxes as it tries to deal with its debts by selling all of its company owned restaurants to a group backed by its founders the firm currently directly owns and operates restaurants with another operated by franchisees mainly in the us the company said its restaurants which serve classic American bar food will stay open during the process and operate in a business as usual manner like many other casual dining chains hooters has struggled in recent years as it faces rising costs and wages as well as customers spending less our renowned hooters restaurants are here to stay Sal millimeter chief executive of hooters of America said in a statement today s announcement marks an important milestone in our efforts to reinforce hooters financial foundation the firm said it plans to sell all of its corporate owned restaurants to a group of two existing hooters franchisees who operate of hooters most popular outlets around the Tampa Florida and Chicago Illinois areas the group includes some of the chain s founders who have promised to take the firm back to its roots and make it more family friendly hooters did not reveal the value of the planned deal which still needs to be approved by a us bankruptcy judge it said the rescue plan is e tongue sticking out acted to be completed within the next four months hooters was founded in and is known for its serving staff who are mainly young women known as hooters girls as well as its chicken wings the form fitting outfits worn by its waiting staff have become central to the chain s public image"
"108","https://www.bbc.com/news/articles/cwydv40g892o","What is live shopping and will it take off?","2025-04-03","David Silverberg","Technology Reporter","after graduating college Kelsey anorak worked full time in a steakhouse bar tending and serving meals she had dabbled with selling clothes online but only part time but in that all changed for Cleveland based ms anorak she switched to selling clothes on whatnot and then postmark online marketplaces where people can also use live video to sell items my first live show with postmark was ht November i sold zero things on my first show but that did t last long now she sells around items per show worth about in sales her shows are on average three hours long and she does between two and three a week these events are inclusive welcoming you can shop in your pj's and there s no need to head to the shopping mall says ms anorak live shopping has been popular in the Asia pacific region for some time where social networks such as china s doubting regularly host live shopping streams but now European and us brands are e tongue sticking out experimenting with this new way of selling their products live shopping is a close relative to shopping channels like PVC where viewers are urged to call in and buy the products demonstrated by presenters but live shopping acts as a quicker shortcut from buyer to product especially in the era of one click purchases made popular by online retailers such as amazon also as younger generations increasingly cut the cord and can t access cable TV shopping channels don t hold the same relevance as they once did it s estimated the live shopping market has reached b with the most active sectors being fashion cosmetics and collectibles a survey from digital commerce platform vex found that of us consumers have browsed or purchased from live shopping events in the past months guillemot fare chief executive of liverymen which provides live shopping video software remembers when interest in live shopping surged when Instagram introduced reels and when you tube launched shorts we saw live shopping really take off he s noticed the popularity of tutorials and how to videos in live shopping events such as how hosts can teach shoppers how to apply a certain type of make up or arrange a variety of flowers to deliver the most evocative bouquet however some analysts think that live shopping is likely to have a limited appeal many companies have tried live shopping but it simply does t scale says charitable modality retail analyst at forester research maybe it works in china where they don t have the same kind of store density we have in the us where it s better for consumers to go and try something on rather than watch a host try on a piece of clothing she adds Jonathan Reynolds academic director of the oxford institute of retail management university of oxford also highlights that the Chinese market is different in china so called key opinion leaders kola like lee jihad the so called lipstick king are well established he says lee has carefully built his personal brand to demonstrate his e tongue sticking out expertise and build consumer trust kola are also working within much more sophisticated platform ecosystems rm Reynolds e tongue sticking out liens even ms anorak admits that not all products work on a live shopping stream for example she prefers to shop for jeans in person i m tall and i have specific cuts of jeans that i wear she says and there are tried and true styles and brands i like Bruce winder a retail analyst in Toronto also says that for some shoppers the convenience of live shopping might be too attractive consumers may get addicted to the show or channel and some consumers may not be able to stop watching and spending as they get caught up in the moment he adds despite those potential pitfalls major brands and platforms have jumped on the live shopping bandwagon strongroom kit chat Samsung and l oral have sold products during these streams as hosts showcased new or discounted products and joining postmark as the host for these events are amazon eBay ticktock you tube and Instagram live shopping lets shoppers have a conversation with someone who knows the products being sold and that generates a lot of excitement says mannish Chandra the chief executive and founder of postmark it also creates a community where other shoppers are in the same show and it s really a different e tongue sticking out experience than a traditional shopping trip for some brands live shopping has been a game changer high end fragrance brand the house of camouflage partnered with strongroom in late to bring their live shopping events to the us moan based camouflage was following up on the success they enjoyed in china in the live streams they hosted with Chinese influences on the social platforms doubting and baobab in they sold more than units the firm s chief creative officer grenade salmon says it s helping the company learn about what its customers want in the past we would have used customer satisfaction surveys says rm salmon but with live shopping we get feedback right away and i bring that back to my team to help refine our products"
"109","https://www.bbc.com/news/articles/ce3qlz2y3gyo","How might tariffs change the price of Nike's iconic trainers?","2025-04-05","Annabelle Liang","Business reporter","the niche air Jordan is in some ways the iconic us trainer it s a popular line by a large American brand created four decades ago for homegrown basketball legend Michael Jordan but although niche sells most of its products in the us almost all of its trainers are made in Asia a region targeted by president Donald trump s tariffs salvo against foreign countries he accuses of ripping off Americans niche s shares fell the day after the tariffs announcement on fears over the impact they could have on the company s supply chain follow live updates so what will all this mean for the price of niche s trainer it depends on how much of the cost increase niche decides to pass on to customers if any and how long they think the tariffs will actually be in place for goods from Vietnam Indonesia and china face some of the heaviest us import taxes between to hopes remain that trump might be willing to negotiate those rates lower on Friday he said he had had a very productive call with the leader of Vietnam helping niche shares to recover some ground after their steep Thursday falls but most analysts think the firm s prices will have to go up swiz bank UBS estimates that there will be a to increase in the prices of goods that come from Vietnam where niche produces half of its shoes meanwhile Indonesia and china account for almost all of the balance of its trainer production our view is that given how extensive the list of tariffs is the industry will realist there are few ways to mitigate the impact in the medium term other than by raising prices UBS analyst jay sole said in a note David swarthy senior equity analyst at morning star agrees that price rises are likely but says any large price increase would reduce demand this is a very competitive industry my guess is that it would be difficult for niche to raise prices by much more than i don t think it could offset most of the tariff he says many other western brands such as h m Adidas gap and lulu lemon will be facing the same predicament niche is already facing a tight bottom line it had around b b in sales in its most recent fiscal year the cost of making products including shipping third party profits and warehouse fees consumed only about of revenue giving it a healthy gross profit margin of more than but that profit gets whittled away once you add in the cost of other business operations a third of its revenue for example is consumed by selling and administrative e tongue sticking out ens by the time you factor in interest and taxes niche s profit margin has shrunk to about that is across all its products as they don t break down costs separately for its different items hurrah cede who set up the trainer review website sole review says there are other ways niche could keep retail prices low rm cede who trained as a footwear designer and worked for niche and vans in India says one way could be to downgrade the level of tech in the trainer so instead of using high performance mid sole foams and construction stick to injection molded ave ethylene vinyl acetate he says another option would be instead of bringing out a new design every one to two years to refresh the design cycle every three to four years sim eon siege managing director at mo capital markets says most companies were looking at Wednesday s announcement as still far from the final conclusion i don t think that many people believe that those numbers are etched in stone just yet he says theoretically niche is such a big brand that it should be able to put up prices without it hitting their sales he says but adds do they have it right now is the question and do they have it across their product offering is another even before the announcement niche was facing a slump in sales that had curbed its ability to command full price for its shoes finance chief Matthew friend has also cited tariffs as an example of developments that were affecting consumer confidence and niche relies heavily on us sales with the market contributing to roughly b of its sales almost everything it sells in its largest market of north America sentiment in the us is a significant concern for niche as it directly affects demand for its footwear says sheen loo a professor of fashion and apparel studies at the university of Delaware but ultimately he says firms may be forced to pass the cost of the levies on to consumers niche is very likely to raise prices if the tariff war persists there is no way for brands to absorb a to increase in sourcing costs he adds how us trading partners react against the reciprocal tariff policy will also have a major impact china has already hit back with a tariff of its own part of the rationale behind trump s tariff policy is because he wants more companies to manufacture their goods in the us however prof loo does not see niche or other companies significantly reshaping its supply chain any time soon due to the complexity involved in footwear manufacturing that includes the time needed to consider a long list of factors when deciding where to source their products quality costs speed to market and various social and environmental compliance risks Matt powers from the powers advisory group says the lack of American textile mills will make it difficult and e tongue sticking out endive for niche to pivot production back to the us rm powers added this transition if pursued would take years and require significant investment niche did not respond to BBC requests for comment for this article we also contacted suppliers in Asia but none responded additional reporting by Natalie Sherman in new York"
"110","https://www.bbc.com/sport/football/articles/c05nm241ddpo",NA,NA,NA,NA,"ASCII weir scored her first international goal as northern Ireland picked up a much needed win against Romania in the nations league at Windsor park the year old tolerant striker scored what proved to be the winner when she converted Keri holiday s cross on eight minutes after a frustrating draw in Bucharest on Friday night this was a much sharper display from Tanya oxtail s side who remain second in group b after a second win in four games they will finish their campaign with a home game against Poland on may and trip to Bosnia Herzegovina on June oxtail made four changes to the side that started on Friday as adenine Caldwell cascara Hamilton holiday and weir were all handed starts despite the hosts dominating possession early on Romania went close to scoring on five minutes maria FICA s free kick deflected off holiday and fell kindly into the path of Ana maria stanchion who was unable to direct her header on target northern Ireland then went ahead after a well worked move involving two of the young players brought into the starting team brethren McFarland released holiday down the right and she squared the ball for weir to sweep home from six yards oxtail s side continued to look dangerous every time they went forward but like on Friday they lacked the cutting edge in the final third to add to their advantage their sloppiness in possession allowed Romania back into the game and they nearly equalized three minutes before half time FICA floated in a free kick which Jackie burns could only punch out to florescent oral span and her fierce strike was cleared off the line by Ellie mason burns then turned oral span s looping effort over the crossbar after stentorian avatar found Romania s captain unmarked on the edge of the box as nigh were forced to dig deep to hold on to their lead heading into the break northern Ireland made a fast start to the second half with mason forcing dreamland paralegal to palm her powerful effort over the crossbar two minutes after the restart they almost gifted Romania a goal before the hour as Hamilton captain on her ht appearance gave the ball to Cristina carp when trying to find Caldwell but the Romania striker fired straight at burns after a lull in the game Danielle Maxwell who scored on Friday had an immediate impact coming off the bench as she saw a shot blocked after a neat exchange with Simone ma gill fellow substitute Connie coalfield squandered a chance to double their lead on minutes as her first time effort was beaten away by paralegal after the ball fell to her in the box the home side were indebted to burns for preserving their lead in injury time as she thwarted mislabel salacious s volley from inside the box they managed to see out the victory despite the late Romanian pressure as they moved on to seven points in the standings oxtail s side will now have to battle it out with the Bosnia Herzegovina for second place after the bohemians held group leaders Poland to a draw on Tuesday to move within three points of northern Ireland"
"111","https://www.bbc.com/news/articles/cm2nplgm2kpo","A revolution is under way in India's trainer industry","2025-04-08","Priti Gupta","Technology Reporter","it s likely that you have not heard of Taiwan s Hong few industrial group but look down on a busy street and you may well see its products Hong few is the world s second biggest maker of trainers sneakers supplying shoes to niche converse Adidas puma and many others it makes around million pairs of sports shoes a year so when it made a big investment in India s market the footwear industry took note Hong few is currently building a giant plant in panama in the state of Tamil naiad in south eastern India when fully operational some time in the next three to five years it will make million pairs of shoes a year employing as many as workers the project has Indian partners including aquiline runaround the chairman of Florence shoe company the international market is saturated and they Hong few were looking for a new market he e tongue sticking out liens there is a drastic increase in non leather footwear in India it has huge potential rm runaround added the Indian government is keen to attract such investment hoping it will raise standards in the footwear industry and boost e tongue sticking out rots to spur the industry last august the bureau of Indian standards bis introduced new quality rules for all shoes sold in India under those standards for example materials will have to pass tests of strength and flexibility these bis standards are really about cleaning up the market we be had too many low quality products flooding in and consumers deserve better says sander dharma a journalist and footwear industry e tongue sticking out err but many in India can t afford shoes from well known brands serving them is a huge and intricate network of small shoe makers known as the unorganized sector their affordable products are estimated to account for two thirds of the total footwear market shook he withheld his full name counts himself as part of that sector with shoe making units all across the district of agar in northern India he estimates that pairs of shoes are made everyday by operations like his across agar many consumers especially in rural and lower income urban areas opt for cheaper local footwear instead of branded options he says many organized brands struggle to e tongue sticking out and their retail footprint in semi urban and rural areas because we cater to them so how will the new government standards affect makers like shook it s complicated says rm dharma i think the government is trying to walk a tightrope here they can t just shut down thousands of small businesses that employ millions of people that would be economic suicide what i m seeing is more of a carrot and stick approach they re pushing for standards but also rolling out programs to help small manufacturers upgrade their processes it s not about wiping out the unorganized sector but gradually bringing them into the fold making the situation more complicated is that the unorganized sector is well known for making counterfeit shoes of big brands while popular among Indian shoppers looking for a stylish bargain other countries have long complained about the losses caused meanwhile a host of new Indian trainer makers are springing up to serve India s growing middle class sahib scalawag is trying to get those buyers interested in barefoot footwear shoes which their makers say are healthy for the foot as they encourage natural or barefoot movement rm scalawag says his company zen barefoot is unusual as much of the Indian footwear industry is not very innovative there are very few people who are ready to take time and invest in new technologies here Indian manufacturing is a very profit first market oi return on investment driven and in a lot of cases even the government is not ready to enable these industries through grants or tax relief which makes it quite difficult comet is one Indian firm looking to innovate it claims to be the first homegrown trainer brand that owns the whole production process from design to manufacturing this level of control allows us to e tongue sticking out merriment with materials introduce innovative silhouettes and continuously refine comfort and fit based on real feedback says founder harsh Gupta he says the comet shoes are adapted to India s climate and roads most homegrown brands rely on off the shelf soles from the market but when we started comet we realized that these were lacking in quality durability and grip he says change is coming to the footwear sector he says the shift to high value is now happening many high value brands need to move their manufacturing to India in years we should have a robust ecosystem to compete in the international sneaker market he adds back in agar shook hopes that the unorganized sector is not neglected amid the growth of India s footwear industry the government should give us accreditation and certificates so our factories don t close down once we too are included in the organized sector no one can beat India in the shoe manufacturing industry but rm dharma says change is inevitable the market is definitely going to shift we ll see the bigger players getting bigger they have the money to adapt quickly but i don t think the small guys will disappear completely the smart ones will find their niche"
"112","https://www.bbc.com/news/articles/c3r8n3yx1x5o","Global executions at highest level since 2015, report says","2025-04-08","Emma Rossiter","BBC News","the number of state executions around the world has reached its highest level in ten years a new report by amnesty international has said more than recorded executions took place in with Iran Iraq and Saudi Arabia accounting for a combined and the united states for the charity found despite this rise the report also found that the total number of countries carrying out the death penalty stood at the lowest number on record for the second consecutive year amnesty international s secretary general Agnes calamari said the tide is turning on capital punishment adding that it is only a matter of time until the world is free from the shadow of the gallows while these figures are the highest they have been since when at least people were subject to the death penalty the true overall figure is likely to be higher amnesty international says the figure does not include those killed in china which it believes carries out thousands of executions each year north chorea and Vietnam are also not included data on the use of the death penalty is classified as a state secret both in china and Vietnam meaning that the charity has been unable to access statistics other obstacles such as restrictive state practices or the ongoing crises in Gaza and Syria meant that little or no information was available for those areas the report entitled death sentences and executions cited that Iran Iraq and Saudi Arabia were responsible for the overall rise in known executions Iraq almost quadrupled its executions from at least to at least while Saudi Arabia doubled its yearly total from to at least executions in Iran rose from at least in to at least in the report also said that the two main reasons for the spike in the use of capital punishment was down to countries weaponizing the death penalty against protesters and for drug related crimes the charity found that more than of executions in were carried out for drug related offenses which it said was unlawful under human rights law in Zimbabwe signed into law a bill that abolished the death penalty for ordinary crimes and since September the world has seen two cases where death row inmates in japan and the us have been acquitted and granted clemency respectively the charity also said more than two thirds of all UN member states voted in favor of a moratorium on the use of the death penalty last year"
"113","https://www.bbc.com/news/articles/cm257z1y2q9o","Trump to charge high tariffs on 'worst offenders' globally","2025-04-03","Natalie Sherman","BBC News, New York","president Donald trump has announced new import taxes on all goods entering the us in the biggest upheaval of the international trade order since the aftermath of world war two his plan sets a baseline tariff of on all imports consistent with his proposal during last year s white house campaign items from about trade partners that the white house described as the worst offenders including the European union and china face higher rates payback for unfair trade policies trump said analysts said the trade war escalation was likely to lead to higher prices for Americans and slower growth in the us while some countries around the world could be plunged into recession but in Wednesday s announcement at the white house trump said the measures were necessary because countries were taking advantage of the us by imposing high tariffs and other trade barriers declaring a national emergency the republican president said the us had for more than five decades been looted pillaged raped and plundered by nations near and far both friend and foe alike it s our declaration of economic independence trump said in the rose garden against a backdrop of us flags the white house said the us would start charging the tariffs on April with the higher duties for certain nations starting on April today we are standing up for the American worker and we are finally putting America first trump said calling it one of the most important days in my opinion in American history his decision stunned many analysts he just dropped a nuclear bomb on the global trading system ken logoff former chief economist at the international monetary fund told the BBC tariffs are taxes on imports on the campaign trail last year trump said he would use them to boost manufacturing promising a new age of us prosperity he spent weeks previewing Wednesday s announcement which followed other orders raising tariffs on imports from china foreign cars steel and aluminum and on some goods from Mexico and Canada for now the white house said the latest changes would not change anything for Mexico and Canada two of America s closest trading partners due to those existing measures the white house said items such as steel copper and pharmaceuticals which are already facing separate tariffs threatened or announced were also not affected by Wednesday s action but other allies will face new tariffs including for the UK and for the European union said trump the measure introduces a new tariff on goods from china on top of an existing levy bringing total duties to at least the tariff rate will be on goods from japan and from India some of the highest duties will hit e tongue sticking out rots from countries that have seen a rush of investment in recent years as firms shifted supply chains away from china following tariffs in trump s first term goods from Vietnam and Cambodia will be hit with and respectively higher levies will also fall on much smaller nations with products from the southern African country of Lesotho facing treasury secretary Scott essential warned other countries not to hit back my advice to every country right now is do not retaliate essential told fox news sit back take it in let s see how it goes because if you retaliate there will be escalation he said if you don t retaliate this is the high watermark later however china s commerce ministry said it firmly opposed the us s new tariffs and will take resolute countermeasures to safeguard its rights and interests European commission head Ursula con red walleye also said she was preparing to take further steps against the us in the event that negotiations failed the new duties will affect trillions of dollars in trade likely setting the stage for higher prices in the us on clothing European wine bicycles toys and thousands of other items ole sonogram head of us economic research at the fits ratings agency said the measures would bring the us tariff rate to what was in place in many countries will likely end up in a recession he said the us stock market was closed for trading by the time that trump made his announcement which he billed as liberation day but shares in the Asia pacific region opened lower on Thursday morning japan s benchmark stock index the Nikkei was down by in early trading Australia s sax was around lower wed bush securities analyst Dan vies described the tariffs as worse than the worst case that investors had anticipated but he said he believed there would be negotiations and exemptions trump has described his measures as reciprocal intending them as a retaliation for other countries policies that he says fuel high trade imbalances these include high tariffs as well as value added tax vat or regulations that bar foods with traces of certain chemicals trump also reinstated plans to end tax free treatment for small packages from china as of may a move that would hurt amazon rivals such as shin and emu he confirmed that a tax on imports of all foreign made cars which he announced last week would begin from midnight"
"114","https://www.bbc.com/news/articles/cjewvpkw7weo","The plans to put data centres in orbit and on the Moon","2025-04-09","Emma Woollacott","Technology reporter","it sounds like something from a science fiction movie but Stephen chiseler is confident that one day his company will open a data center on the moon the way we see it is that by putting the data center in space you re really offering unparalleled security says the president of lodestar data holdings last month the Florida based firm claimed to have successfully tested a tiny data center the size of a hardback book that hitched a ride to the moon on the Athena lunar lander from us space e tongue sticking out oration firm intuitive machines this in turn had been launched by a rocket from eon musk s space data centers are the vast warehouses that house stacks of computers that store and process data used by websites companies and governments lodestar says that putting them on the moon will offer customers secure reliable data processing while taking advantage of unlimited solar energy to power them and while space based data centers may sound far fetched it s an idea that s really starting to take off part of the reason is rocketing demand and the difficulty of finding suitable sites on earth the ever e tongue sticking out sanding use of artificial intelligence AI computing has seen a massive increase in the amount of data that needs to be stored and processed around the world as a result the need for data centers has shot up too with annual demand set to rise between and by according to global management consultants McKinney new facilities are springing up all the time but it s getting hard to find places to put them data centers are large and sprawling and use enormous amounts of power and water for cooling and increasingly local people don t want them built nearby putting data centers in space either in orbit around earth or on the moon the theory goes means they can t do quite so much harm there s more or less unlimited energy available from the sun for example and no neighbors to complain about the environmental impacts not only that space based data centers could specialist in services for spacecraft and other space facilities with space to space data transfers quicker than from the ground last summer a European commission funded feasibility study into orbiting data centers published its results the ascend report by carried out by Thales menial space a joint venture between french and Italian aerospace groups Thales and Leonardo published its results it determined that deploying data centers in space could transform the European digital landscape and be more Eco friendly Thales menial space envisages building a constellation of satellites measuring a combined m by m and with a total data processing power of around megawatts MW that s equivalent to a current medium sized ground based data center with some servers based on technologies that already exist or are under development the satellites would be assembled in orbit Damien dumpster ascend project architect at Thales menial space says that for space based data centers to be more environmentally friendly than existing ground based ones it will be necessary to make the rocket launchers times less missive over their life cycles he says this looks possible but in order to cover the new technology s developments and the production capacity ramp up to benefit from scale we have to consider larger system capacity around MW meaning of our envisaged large space infrastructures and launches he says the main question is when an adapted launcher will be ready depending on the investment and decisions to be taken this could be done for or meaning commercial viability before however despite this optimism from firms aiming to develop the technology rd comedic vicinity associate professor of intelligent systems and data science at Anglia Ruskin university in the UK says there are numerous big hurdles before space based data centers can be a viable proposition even with the contribution and advancements of companies like space launching hardware into orbit remains extremely e tongue sticking out endive he says each kilogram sent into space costs thousands of dollars space based data centers would require not only the data equipment but also the infrastructure to protect power and cool them all of which add up in weight and complexity cooling the equipment will be a particular problem because conventional cooling systems don t work well without gravity meanwhile space weather can damage electronics while the ever increasing quantity of space debris puts the physical hardware at risk rd vicinity adds and fixing problems in orbit is far from straightforward even with robotics and automation there are limits to what can be repaired remotely a big hardware failure might necessitate a costly human mission potentially making downtime stretch for weeks or months yet firms like lodestar are supremely confident and say that they are responding to demand we would t be doing this if the customers were t asking us to says rm Scott its next target is to put a small data center in orbit around the moon in meanwhile other companies are hoping to get there a bit faster such as Washington state based star cloud which is due to launch a satellite based data center next month and start commercial operations in mid lodestar s rm elide says that space based facilities offer more security for governments and businesses because their data does not need to be routed through terrestrial networks instead the information can be beamed directly from space to a dedicated ground station it s like having the vaults at the back of the bank he says you don t have to open it every day but it s there to provide an extra measure of security and the distance from the earth to the moon offers that it s that much harder to hack that much harder to access the distance to the moon means that data takes about a second and a half to reach the ground this does t matter for some applications like longer term data storage and backups and meanwhile says lodestar founder and chief executive Chris stoat space based data centers can help organizations meet regulations about data sovereignty the need to hold peoples data in the country of origin under space law that box of electronics is literally under the law of the licensing or launching state it is an actual embassy in space he says lodestar already has customers lined up including the state of Florida and the isle of man government"
"115","https://www.bbc.com/news/articles/c0qndqz41jxo","Tariffs 'hard to come back from', says US pharma boss","2025-04-03","Simon Jack","Business editor","the boss of us pharmaceutical giant lei Lilly has told the BBC there is no looking back from Donald trump s decision to impose sweeping tariffs on imports from the rest of the world in an exclusive interview David ricks described it as a watershed moment in us economic history i think it s a pivot in us policy and it feels like it ll be hard to come back from here while rm ricks said he thought it may encourage some companies to relocate some manufacturing he was doubtful it would also create hundreds of billions in additional revenue for the us promised by president trump he also added that the UK s status as a pharmaceutical and life sciences power was in decline lei Lilly is a pharmaceutical giant based in Indianapolis worth b b b with employees across the us Europe and Asia due to their complex supply chains and the often life saving products they make pharmaceutical companies along with microchip makers were temporarily exempted from the tariffs imposed on all products imported into the us but rm ricks seemed in little doubt that tariffs will eventually hit and that this will have damaging consequences for investment in new medicines he e tongue sticking out nailed drug prices were essentially capped in Europe and the us which meant the impact of tariffs would be felt elsewhere we can t breach those agreements so we have to eat the cost of the tariffs and make trade offs within our own companies he said typically that will be in reduction of staff or research and development r d and i predict r d will come first that s a disappointing outcome rm ricks said he did not support the imposition of tariffs but understood its intention and respected president trump s political mandate we don t support tariffs to be clear in dharma about of global r d takes place in the united states so we re creating the next generation of breakthroughs and cures but the production is heavily weighted outside the us and that s not unique to our industry it happened with electronics and software and other things so i think what this administration is saying is we want both we want the means of production and we want the research and development intellectual property generation lei Lilly are in the process of building a new additional m facility in Ireland where they employ more than people rm ricks said that development would proceed there s plenty of demand outside the us so we d have to look at the flow of goods because we would t want to have to pay tariffs if we did t need to but i think for the moment that s fine but rm ricks said that its investment in the UK had been in decline and warned that slow regulation and poor uptake of new medicines threatened the UK s reputation as an important life sciences hub and that patients were missing out on new advances in medicine rm ricks said he delivered some candid comments to senior ministers including the prime minister health secretary and business secretary the UK s advantage is slipping if you look at the numbers there is disinvestment in research and development it s been on a steady decline he said so is the UK complacent when it thinks of itself as a life sciences super power that s one way to put it rm ricks said countries like Germany spend nearly double of their health budget on medicines the UK is not a large market but what it could be is an exceptional market you need three things to make our industry work a strong intellectual property system and the UK is quite good you need a regulator that s timely efficient and predictable pretty good there as well but most importantly you need a commercial market that rewards innovation and here there s been significant backsliding"
"116","https://www.bbc.com/news/articles/c0el8ed21w9o","The Canadians and Danes boycotting American products","2025-04-08","Anne Cassidy","Business reporter","Todd bray man is no longer buying his favorite red wine which is from California a veteran of the Canadian armed forces he is one of a growing number of people in Canada Europe and other parts of the world who are avoiding buying us products due to president trump s tariffs and treatment of us allies i have in my life served alongside American forces it is just profoundly upsetting and disappointing to see where we are given the historical ties that our two countries have says rm bray man who lives in nova Scotia but i think right now it s time to stand up and be counted and in my mind that means buying local and supporting Canadian business together with his wife rm bray man has replaced all the American products he used to buy including his previous wine of choice with Canadian alternatives Puckett phone box red wine which is from right here in nova Scotia is great he says determining which products are Canadian sin t always easy however sometimes labeling can be misleading adds rm bray man to help he now uses an app on his phone that can scan a product s bar code and identify where it s from if the product is identified as American the app suggests Canadian alternatives the app called maple scan is one of numerous emerging in Canada to help people shop local others include buy Canadian is this Canadian and shop Canadian maple scan s founder Sasha nova says his app has had downloads since it launched last month he believes the momentum around buying Canadian is here to stay lots of Canadians have told me i m not going back it s important that we support local regardless he says Canadians like rm bray man are boycotting American products in response to a raft of import tariffs introduced by trump these included tariffs of on all foreign cars steel and aluminum and tariffs on other Canadian and Mexican goods meanwhile other European union e tongue sticking out rots will get tariffs of while the UK is facing trump says the tariffs will boost us manufacturing raise tax revenue and reduce the us trade deficit however they have spooked global markets which have fallen sharply over the past month trump has even e tongue sticking out dressed a desire for Canada to join the us as its st state something the Canadian government was quick to strongly reject Ottawa has also responded with c b b b in counter tariffs as well as additional tariffs on the us auto sector and there has been a substantial drop in the number of Canadians traveling to the us groups dedicated to boycotting us goods have also emerged in European countries momentum behind the boycott is particularly strong in Denmark whose territory of Greenland trump has said he wants to acquire Denmark s largest grocery store operator stalling group recently introduced a symbol a black star on pricing labels to denote European brands BO halberds a school principal who lives in undersold a suburb of Copenhagen says joining the boycott was his way of taking action statements that trump made about wanting to buy Greenland that was just too much for me he says i can t do anything about the American political system but i can vote with my credit card one of rm halberds s first moves was to cancel his subscriptions to us streaming services including Netflix Disney plus and apple TV my year old daughter is a bit annoyed about it but that s the way it is she understands why i do it he says rm halberds is the administrator for a danish Facebook group dedicated to helping people boycott us goods in the group which has members people share recommendations for local alternatives to us goods from shoes to lawnmowers rm halberds says it s a movement that is quite a lot bigger than just our little country so it all that adds up mete cheerful christian sen the owner of a grocery shop in Copenhagen called borders has stopped stocking American products such as Cheetos crisps and Hershey s chocolate in her store she is substituting them with danish or European products where possible ms christian sen is also swapping out products she uses at home she s finding some easier to replace than others coca cola is easy to substitute with jolly cola a danish brand she says but technology like Facebook that s totally difficult to avoid she believes the boycott movement in Denmark is helping people to channel their anger at trump s policies and rhetoric i think it s more for the danish people to feel good that they are doing something she says Douglas Irwin a professor of economics at Dartmouth college in the us who specializes in the history of us trade policy believes the economic impact of the boycott may be limited it is hard to judge how economically significant the consumer boycotts will be in terms of reducing trade with the united states he says in the past boycotts have not lasted long and have not achieved much it starts as a hostile reaction to some us action but tends to fade with time he says for now though the rising buy Canadian sentiment in Canada is boosting sales for many local brands the CEO of Canadian grocer lob law posted on linked in that weekly sales of Canadian products were up by double digits Bianca parsons from Alberta in Canada is behind an initiative to promote locally made goods called made in Alberta which she says has had a surge in interest since the tariffs were introduced we re now getting over hits to the site every two weeks ms parsons who is the executive director of the Alberta food processors association adds i be had producers reach out to us and say i m selling out at stores that i would never sell out before thank you so much several Canadian provinces including Ontario and nova Scotia have removed us made alcoholic beverages from their liquor store shelves in response to tariffs a move the boss of jack denial s maker brown foreman has said is worse than tariffs among the American businesses feeling the impact is Caledonia spirits a distiller based in Vermont near the Canadian border Ryan christian sen Caledonia s president and head distiller says his business had an order on track for shipment to Quebec canceled directly after tariffs were announced my sense is that everyone s just being a little too aggressive and unfortunately i think America started that says rm christian sen i do understand that the action America took needed a counter reaction if it were up to me i d be at the table trying to resolve this in a friendly way and i m hopeful that the leaders in America take that approach Ethan frisk the co founder of burlap barrel an American spice company based in new York which also e tongue sticking out rots to Canada says he s more concerned with the impact of the tariffs on his company s imports and rising inflation in the us than the consumer boycott he says i think there s this assumption that if you boycott an American company it s going to have an impact on the economy and maybe change the situation i think that assumption unfortunately is not accurate the us economy is crashing all up by itself businesses like ours are struggling without boycotts"
